"dr_no","date_rptd","date_occ","time_occ","area_id","area_name","rpt_dist_no","crm_cd","crm_cd_desc","mocodes","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","weapon_used_cd","weapon_desc","status","status_desc","crm_cd_1","crm_cd_2","crm_cd_3","crm_cd_4","location","cross_street","location_1","zipcode","neighborhood","tract","neighborhood_council","longitude","latitude","small_bundle_name"
"190411046","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0903 2056 1516 0319 1257",4,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"190115910","2019-06-14 00:00:00","2019-06-14 00:00:00","0045",NULL,"Central",155,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","2055 1519 0329 2053 1528 0903",0,"M","O",726,"POLICE FACILITY",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"200 E 6TH ST",NULL,"0101000020E6100000F241CF66D58F5DC02F6EA301BC054140",90013,"downtown","206300",52,"-118.2474","34.0448","vandalism"
"190411042","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0903 2056 1516 0319",38,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"190411041","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0903 0445 2056 1516 0319 2004 1402 1202",62,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,998,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"190411044","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0903 2056 1516 0319 1258",6,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"190411043","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0903 2056 1516 0319",7,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"191711506","2019-06-17 00:00:00","2019-06-14 00:00:00","1745",NULL,"Devonshire",1752,310,"BURGLARY","0903 1606 0321 0329 0311 0344",0,"X","X",721,"HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",310,946,NULL,NULL,"20800 VINTAGE ST",NULL,"0101000020E6100000F697DD9387A55DC000917EFB3A204140",91311,"chatsworth","113321",99,"-118.5864","34.2518","burglary"
"190613690","2019-06-16 00:00:00","2019-06-14 00:00:00","2100",NULL,"Hollywood",622,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",52,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"2700 NICHOLS CANYON RD",NULL,"0101000020E610000026E4839ECD965DC0C8073D9B550F4140",90046,"hollywood-hills-west","194102",29,"-118.3563","34.1198","vandalism"
"190613689","2019-06-16 00:00:00","2019-06-14 00:00:00","2100",NULL,"Hollywood",622,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903",54,"M","W",501,"SINGLE FAMILY DWELLING",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"2700 NICHOLS CANYON RD",NULL,"0101000020E610000026E4839ECD965DC0C8073D9B550F4140",90046,"hollywood-hills-west","194102",29,"-118.3563","34.1198","vandalism"
"190411045","2019-06-14 00:00:00","2019-06-14 00:00:00","0910",NULL,"Hollenbeck",415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0903 2056 1516 0319 1257",4,"F","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA ","Adult Arrest",230,NULL,NULL,NULL,"2600 N BROADWAY",NULL,"0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140",90031,"lincoln-heights","199201",47,"-118.2119","34.0762","assault with a deadly weapon"
"190315039","2019-06-17 00:00:00","2019-06-14 00:00:00","1700",NULL,"Southwest",312,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1514 2056 0329 0311 0903 2036",18,"X","X",253,"MORTUARY",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"3000 S LA BREA AV",NULL,"0101000020E610000026E4839ECD965DC05D6DC5FEB2034140",90016,"west-adams","219800",75,"-118.3563","34.0289","vandalism"
"190314577","2019-06-11 00:00:00","2019-06-10 00:00:00","1030",NULL,"Southwest",333,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0443 0903 1822 1402",78,"M","B",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",511,"VERBAL THREAT","IC ","Invest Cont",930,998,NULL,NULL,"3000 CRENSHAW BL",NULL,"0101000020E6100000AF25E4839E955DC0166A4DF38E034140",90016,"west-adams","220000",75,"-118.3378","34.0278","threats"
"191711143","2019-06-09 00:00:00","2019-06-09 00:00:00","0900",NULL,"Devonshire",1745,888,"TRESPASSING","1501 0903",0,"X","X",730,"SYNAGOGUE/TEMPLE",NULL,NULL,"IC ","Invest Cont",888,NULL,NULL,NULL,"17600 DEVONSHIRE ST",NULL,"0101000020E6100000B7D100DE02A15DC0287E8CB96B214140",91344,"granada-hills","111301",118,"-118.5158","34.2611","trespassing"
"191500915","2019-06-08 00:00:00","2019-06-08 00:00:00","0220",NULL,"N Hollywood",1549,624,"BATTERY - SIMPLE ASSAULT","1536 0910 2004 0416 0903",33,"M","H",135,"MTA PROPERTY OR PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",624,NULL,NULL,NULL,"CHANDLER BL","LANKERSHIM BL","0101000020E6100000E3A59BC420985DC0AF25E4839E154140",91601,"north-hollywood","125310",24,"-118.377","34.1689","assorted assault"
"190314251","2019-06-06 00:00:00","2019-06-06 00:00:00","0800",NULL,"Southwest",362,110,"CRIMINAL HOMICIDE","2000 1241 1243 1813 1821 1402 0411 1202 0913 0903",65,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,"KITCHEN KNIFE","AA ","Adult Arrest",110,NULL,NULL,NULL,"3900 COCO AV",NULL,"0101000020E610000051DA1B7C61965DC0448B6CE7FB014140",90008,"baldwin-hillscrenshaw","236204",79,"-118.3497","34.0155","homicide"
"190613741","2019-06-17 00:00:00","2019-06-05 00:00:00","0700",NULL,"Hollywood",645,624,"BATTERY - SIMPLE ASSAULT","0903 2036 0400",39,"M","W",717,"HEALTH SPA/GYM",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"7000 HOLLYWOOD BL",NULL,"0101000020E6100000C442AD69DE955DC005A3923A010D4140",90028,"hollywood","190100",29,"-118.3417","34.1016","assorted assault"
"190510941","2019-06-06 00:00:00","2019-06-05 00:00:00","0915",NULL,"Harbor",563,928,"THREATENING PHONE CALLS/LETTERS","2055 1513 0903",47,"M","A",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",928,NULL,NULL,NULL,"1500 S CABRILLO AV",NULL,"0101000020E6100000B459F5B9DA925DC0933A014D84DD4040",90731,"san-pedro","296901",95,"-118.2946","33.7306","threats"
"190314151","2019-06-04 00:00:00","2019-06-04 00:00:00","2005",NULL,"Southwest",328,624,"BATTERY - SIMPLE ASSAULT","0416 0432 0903",29,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"FIGUEROA","28TH ST","0101000020E610000092CB7F48BF915DC07A36AB3E57034140",90007,"university-park","224700",773,"-118.2773","34.0261","assorted assault"
"190711516","2019-06-01 00:00:00","2019-06-01 00:00:00","1900",NULL,"Wilshire",745,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 1309 2056 1519",37,"M","O",210,"RESTAURANT/FAST FOOD",511,"VERBAL THREAT","IC ","Invest Cont",930,946,NULL,NULL,"1000 S LA BREA AV",NULL,"0101000020E6100000EEEBC03923965DC065AA605452074140",90036,"mid-wilshire","216200",60,"-118.3459","34.0572","threats"
"191111343","2019-05-31 00:00:00","2019-05-31 00:00:00","2100",NULL,"Northeast",1162,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0906 0371 0302 0903 0913 1816",51,"M","B",501,"SINGLE FAMILY DWELLING",101,"REVOLVER","IC ","Invest Cont",230,NULL,NULL,NULL,"1100 N MADISON AV",NULL,"0101000020E6100000E6AE25E483925DC06B9A779CA20B4140",90029,"east-hollywood","191301",34,"-118.2893","34.0909","assault with a deadly weapon"
"191312355","2019-05-31 00:00:00","2019-05-31 00:00:00","1425",NULL,"Newton",1321,624,"BATTERY - SIMPLE ASSAULT","2055 2048 1822 0910 0903 0416 0319 1251 1519",28,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"2400 S FLOWER ST",NULL,"0101000020E61000002FDD240681915DC0B29DEFA7C6034140",90007,"historic-south-central","224020",78,"-118.2735","34.0295","assorted assault"
"191312219","2019-05-29 00:00:00","2019-05-29 00:00:00","0800",NULL,"Newton",1331,624,"BATTERY - SIMPLE ASSAULT","0446 0910 0432 0903 2058 1536",60,"M","H",126,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"BROADWAY","ADAMS BL","0101000020E61000007E1D386744915DC0C1A8A44E40034140",90007,"historic-south-central","224020",78,"-118.2698","34.0254","assorted assault"
"192011314","2019-05-28 00:00:00","2019-05-28 00:00:00","2100",NULL,"Olympic",2019,761,"BRANDISH WEAPON","1402 0903 0421 0432 0334 2036 0319",31,"M","B",501,"SINGLE FAMILY DWELLING",205,"KITCHEN KNIFE","AA ","Adult Arrest",761,930,NULL,NULL,"200 S HOOVER ST",NULL,"0101000020E61000007CF2B0506B925DC00C93A98251094140",90004,"koreatown","211122",53,"-118.2878","34.0728","threats"
"192000697","2019-05-28 00:00:00","2019-05-28 00:00:00","2100",NULL,"Olympic",2019,761,"BRANDISH WEAPON","1402 0903 0421 0432 0334 2036 0319",28,"M","B",501,"SINGLE FAMILY DWELLING",205,"KITCHEN KNIFE","AA ","Adult Arrest",761,930,NULL,NULL,"200 S HOOVER ST",NULL,"0101000020E61000007CF2B0506B925DC00C93A98251094140",90004,"koreatown","211122",53,"-118.2878","34.0728","threats"
"190900662","2019-05-27 00:00:00","2019-05-27 00:00:00","1445",NULL,"Van Nuys",984,624,"BATTERY - SIMPLE ASSAULT","0903 1218 0416 2036",56,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"VENTURA BL","VAN NUYS BL","0101000020E61000000D71AC8BDB9C5DC041F163CC5D134140",91403,"sherman-oaks","141304",26,"-118.4509","34.1513","assorted assault"
"190810389","2019-05-28 00:00:00","2019-05-27 00:00:00","1630",NULL,"West LA",886,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0311 0903 2053 1528 1822",0,"X","X",720,"JUNIOR HIGH SCHOOL",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"9700 CATTARAUGUS AV",NULL,"0101000020E6100000B6F3FDD478995DC00612143FC6044140",90034,"beverlywood","269000",61,"-118.398","34.0373","vandalism"
"190810392","2019-05-28 00:00:00","2019-05-26 00:00:00","1600",NULL,"West LA",855,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0903 0311 2036",0,"X","X",730,"SYNAGOGUE/TEMPLE",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"1600 WESTWOOD BL",NULL,"0101000020E61000004703780B249C5DC0ADFA5C6DC5064140",90024,"westwood","265520",63,"-118.4397","34.0529","vandalism"
"190211873","2019-05-23 00:00:00","2019-05-23 00:00:00","0001",NULL,"Rampart",218,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 1236",0,"X","X",152,"UNDERPASS/BRIDGE*",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"1200 GLENDALE BL",NULL,"0101000020E6100000B1E1E995B2905DC0C442AD69DE094140",90026,"echo-park","197500",44,"-118.2609","34.0771","vandalism"
"190313648","2019-05-26 00:00:00","2019-05-22 00:00:00","2230",NULL,"Southwest",317,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0202 1822 0421 2035 2055 1514 0903",36,"F","B",301,"GAS STATION",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"ADAMS BL","NORMANDIE AV","0101000020E610000097900F7A36935DC0234A7B832F044140",90007,"adams-normandie","222200",771,"-118.3002","34.0327","threats"
"191010113","2019-05-23 00:00:00","2019-05-22 00:00:00","2340",NULL,"West Valley",1008,624,"BATTERY - SIMPLE ASSAULT","0400 0444 0903",24,"M","B",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,NULL,NULL,NULL,"16900 ROSCOE BL",NULL,"0101000020E610000055302AA913A05DC007F01648501C4140",91406,"northridge","117302",124,"-118.5012","34.2212","assorted assault"
"190113884","2019-05-18 00:00:00","2019-05-18 00:00:00","0825",NULL,"Central",152,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0910 0447 0416 0903 2055 1520 1822",50,"M","W",903,"MTA - RED LINE - 7TH AND METRO CENTER",212,"BOTTLE","IC ","Invest Cont",230,NULL,NULL,NULL,"600 S FIGUEROA ST",NULL,"0101000020E6100000068195438B905DC0E6AE25E483064140",90071,"downtown","207710",52,"-118.2585","34.0509","assault with a deadly weapon"
"190611972","2019-05-18 00:00:00","2019-05-18 00:00:00","1105",NULL,"Hollywood",644,624,"BATTERY - SIMPLE ASSAULT","0903 0416 0319 2014",30,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,946,NULL,NULL,"1400 N ALTA VISTA BL",NULL,"0101000020E6100000431CEBE236965DC007F01648500C4140",90046,"hollywood","189902",29,"-118.3471","34.0962","assorted assault"
"191200640","2019-05-12 00:00:00","2019-05-12 00:00:00","1930",NULL,"77th Street",1263,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","0903 2036 1536 1222 2054",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","IC ","Invest Cont",930,946,NULL,NULL,"8300 S WESTERN AV",NULL,"0101000020E6100000B29DEFA7C6935DC0DE9387855AFB4040",90047,"manchester-square","238100",84,"-118.309","33.9637","threats"
"192010538","2019-05-12 00:00:00","2019-05-11 00:00:00","2250",NULL,"Olympic",2044,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1402 0903",31,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA ","Adult Arrest",740,946,998,NULL,"800 S ARDMORE AV",NULL,"0101000020E610000017D9CEF753935DC0567DAEB662074140",90005,"koreatown","212410",55,"-118.302","34.0577","vandalism"
"190312823","2019-05-11 00:00:00","2019-05-10 00:00:00","1100",NULL,"Southwest",391,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 1300",59,"F","B",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"4700 DON LORENZO DR",NULL,"0101000020E6100000B459F5B9DA965DC039D6C56D34004140",90008,"baldwin-hillscrenshaw","236400",79,"-118.3571","34.0016","vandalism"
"190710308","2019-05-08 00:00:00","2019-05-08 00:00:00","2100",NULL,"Wilshire",735,624,"BATTERY - SIMPLE ASSAULT","2058 1536 0416 0903",26,"M","B",402,"MARKET",500,"UNKNOWN WEAPON/OTHER WEAPON","AO ","Adult Other",624,NULL,NULL,NULL,"5600 WILSHIRE BL",NULL,"0101000020E6100000A779C7293A965DC01CEBE2361A084140",90036,"mid-wilshire","215101",58,"-118.3473","34.0633","assorted assault"
"191811846","2019-05-09 00:00:00","2019-05-07 00:00:00","1830",NULL,"Southeast",1832,624,"BATTERY - SIMPLE ASSAULT","0416 0447 0216 2036 0903 2058 1536",57,"M","H",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC ","Invest Cont",624,NULL,NULL,NULL,"108TH ST","SPRING ST","0101000020E6100000EFC9C342AD915DC01CEBE2361AF84040",90061,"broadway-manchester","241120",87,"-118.2762","33.9383","assorted assault"
"190611285","2019-05-06 00:00:00","2019-05-06 00:00:00","2225",NULL,"Hollywood",647,624,"BATTERY - SIMPLE ASSAULT","0903 0400 0416 0417",40,"M","H",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",624,946,NULL,NULL,"6100 W SUNSET BL",NULL,"0101000020E6100000B8AF03E78C945DC00612143FC60C4140",90028,"hollywood","191000",33,"-118.3211","34.0998","assorted assault"
"191213188","2019-05-08 00:00:00","2019-05-04 00:00:00","1100",NULL,"77th Street",1232,624,"BATTERY - SIMPLE ASSAULT","1822 0319 0416 0446 2055 1520 0903",58,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",624,NULL,NULL,NULL,"3400 W SLAUSON AV",NULL,"0101000020E61000001361C3D32B955DC03BDF4F8D97FE4040",90043,"hyde-park","234700",80,"-118.3308","33.989","assorted assault"
"190113005","2019-05-06 00:00:00","2019-05-04 00:00:00","0015",NULL,"Central",133,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0444 0416 0319 0429 2036 1822 0903",59,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC ","Invest Cont",230,NULL,NULL,NULL,"3RD ST","BROADWAY","0101000020E6100000C05B2041F18F5DC0029A081B9E064140",90013,"downtown","207502",52,"-118.2491","34.0517","assault with a deadly weapon"
"191310971","2019-05-05 00:00:00","2019-05-03 00:00:00","1100",NULL,"Newton",1321,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0903 2057 1528",45,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"500 W 23RD ST",NULL,"0101000020E6100000B6F3FDD478915DC06B2BF697DD034140",90007,"historic-south-central","224020",52,"-118.273","34.0302","vandalism"
"191212587","2019-04-30 00:00:00","2019-04-29 00:00:00","2100",NULL,"77th Street",1231,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 1300 0443 2055 1514",31,"M","B",122,"VEHICLE, PASSENGER/TRUCK",NULL,NULL,"IC ","Invest Cont",740,946,NULL,NULL,"64TH ST","MECHAM ST","0101000020E61000006666666666965DC0D93D7958A8FD4040",90302,"inglewood","235100",80,"-118.35","33.9817","vandalism"
"190809166","2019-04-30 00:00:00","2019-04-29 00:00:00","2200",NULL,"West LA",886,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","2053 1528 0930 0329 0903",0,"M","X",704,"ELEMENTARY SCHOOL",NULL,NULL,"IC ","Invest Cont",745,946,NULL,NULL,"9700 CATTARAUGUS AV",NULL,"0101000020E6100000B6F3FDD478995DC00612143FC6044140",90034,"beverlywood","269000",61,"-118.398","34.0373","vandalism"
"191510096","2019-04-28 00:00:00","2019-04-27 00:00:00","1740",NULL,"N Hollywood",1548,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0903 2053 1514 2055 1528 0329",0,"X","X",738,"LIBRARY",NULL,NULL,"IC ","Invest Cont",745,NULL,NULL,NULL,"5200 TUJUNGA BL",NULL,"0101000020E6100000C74B378941985DC0228E75711B154140",91601,"north-hollywood","125200",24,"-118.379","34.1649","vandalism"
"191411281","2019-04-29 00:00:00","2019-04-27 00:00:00","1530",NULL,"Pacific",1416,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0903 0329 2053 1528",0,"X","X",704,"ELEMENTARY SCHOOL",NULL,NULL,"IC ","Invest Cont",740,NULL,NULL,NULL,"1600 WALGROVE AV",NULL,"0101000020E610000005A3923A019D5DC01B9E5E29CB004140",90066,"mar-vista","271400",68,"-118.4532","34.0062","vandalism"
"191109522","2019-04-25 00:00:00","2019-04-25 00:00:00","1045",NULL,"Northeast",1181,761,"BRANDISH WEAPON","0903 0387 1218 2004 0400 1601 0421 0446 2054 1539",28,"M","W",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",761,930,946,NULL,"1400 GLENDALE BL",NULL,"0101000020E6100000A245B6F3FD905DC027C286A7570A4140",90026,"echo-park","195600",44,"-118.2655","34.0808","threats"
"190112073","2019-04-25 00:00:00","2019-04-25 00:00:00","1500",NULL,"Central",154,761,"BRANDISH WEAPON","2036 2054 1536 0917 0319 0421 0334 2004 1822 0903",32,"M","W",203,"OTHER BUSINESS",207,"OTHER KNIFE","IC ","Invest Cont",761,NULL,NULL,NULL,"100 E 6TH ST",NULL,"0101000020E610000024B9FC87F48F5DC0D9CEF753E3054140",90013,"downtown","207302",52,"-118.2493","34.046","threats"
"190210205","2019-04-24 00:00:00","2019-04-24 00:00:00","0210",NULL,"Rampart",261,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2002 1206 0411 0903 1239 1402 1822 1510",19,"F","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO ","Adult Other",230,998,NULL,NULL,"RAMPART","7TH","0101000020E61000008A8EE4F21F925DC0F2B0506B9A074140",90057,"westlake","208720",54,"-118.2832","34.0594","assault with a deadly weapon"
"190910126","2019-04-30 00:00:00","2019-04-23 00:00:00","1200",NULL,"Van Nuys",981,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2053 1528 0903 1912",35,"M","W",203,"OTHER BUSINESS",511,"VERBAL THREAT","AA ","Adult Arrest",930,NULL,NULL,NULL,"14900 VENTURA BL",NULL,"0101000020E6100000304CA60A469D5DC088F4DBD781134140",91403,"sherman-oaks","141303",26,"-118.4574","34.1524","threats"
"191509919","2019-04-24 00:00:00","2019-04-23 00:00:00","1414",NULL,"N Hollywood",1543,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2053 1528 0903 1912",23,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AA ","Adult Arrest",930,NULL,NULL,NULL,"5500 CORTEEN PL",NULL,"0101000020E6100000CB10C7BAB8995DC0849ECDAACF154140",91607,"valley-village","124902",25,"-118.4019","34.1704","threats"
"190808706","2019-04-19 00:00:00","2019-04-19 00:00:00","1930",NULL,"West LA",827,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2055 1514 2004 1822 0340 0319 0429 0445 0903 2035",42,"F","B",402,"MARKET",306,"ROCK/THROWN OBJECT","AO ","Adult Other",230,946,NULL,NULL,"11700 SAN VICENTE BL",NULL,"0101000020E6100000E02D90A0F89D5DC01D38674469074140",90049,"brentwood","264102",NULL,"-118.4683","34.0579","assault with a deadly weapon"
"190808707","2019-04-19 00:00:00","2019-04-19 00:00:00","1930",NULL,"West LA",827,627,"CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","2055 1514 2004 0417 0903 2035 1251 1258",11,"M","B",402,"MARKET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO ","Adult Other",627,946,NULL,NULL,"11700 SAN VICENTE BL",NULL,"0101000020E6100000E02D90A0F89D5DC01D38674469074140",90049,"brentwood","264102",NULL,"-118.4683","34.0579","child abuse"
"190808801","2019-04-22 00:00:00","2019-04-18 00:00:00","2010",NULL,"West LA",823,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2055 1514 0903 0421 2035 1259",16,"F","B",108,"PARKING LOT",511,"VERBAL THREAT","IC ","Invest Cont",930,NULL,NULL,NULL,"SUNSET BL","CAREY","0101000020E61000000B24287E8CA15DC03D2CD49AE6054140",90272,"pacific-palisades","262501",NULL,"-118.5242","34.0461","threats"
"190808799","2019-04-22 00:00:00","2019-04-18 00:00:00","2010",NULL,"West LA",823,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","2055 1514 0903 0421 2035",55,"M","B",108,"PARKING LOT",511,"VERBAL THREAT","AO ","Adult Other",930,NULL,NULL,NULL,"SUNSET BL","CAREY","0101000020E6100000B6F3FDD478A15DC0598638D6C5054140",90272,"pacific-palisades","262501",NULL,"-118.523","34.0451","threats"
